id,char,level,element,readings_on,readings_kun,meanings,strokes,tags,world,order,example_sentence,example_reading
n3_astray_mayou,迷,N3,MAGIC,メイ,まよ(う),astray,9,basic,8,3,,
n3_wash_arau,洗,N3,AQUA,セン,あら(う),wash,9,basic|nature,9,1,,
n3_mutually_tagai,互,N3,MAGIC,ゴ,たが(い),mutually,4,basic,9,1,,
n3_genius_sai,才,N3,MAGIC,サイ,-,genius,3,basic,9,1,,
n3_grow_late_fukeru,更,N3,CHRONO,コウ,ふ(ける),grow late,7,basic|time,9,1,,
n3_tooth_ha,歯,N3,LIFE,シ,は,tooth,12,basic,9,1,,
n3_steal_nusumu,盗,N3,MAGIC,トウ,ぬす(む),steal,11,basic,9,2,,
n3_accustomed_nareru,慣,N3,MAGIC,カン,な(れる),accustomed,14,basic,9,2,,
n3_nightfall_ban,晩,N3,CHRONO,バン,-,nightfall,12,basic|time,9,2,,
n3_box_hako,箱,N3,MAGIC,ソウ,はこ,box,15,basic,9,2,,
n3_arrival_itaru,到,N3,MAGIC,トウ,いた(る),arrival,8,basic,9,2,,
n3_place_on_the_head_itadaki,頂,N3,MAGIC,チョウ,いただ(き),place on the head,11,basic,9,3,,
n3_cupful_sakazuki,杯,N3,MAGIC,ハイ,さかずき,cupful,8,basic,9,3,,
n3_all_mina,皆,N3,MAGIC,カイ,みな,all,9,basic,9,3,,
n3_beckon_maneku,招,N3,MAGIC,ショウ,まね(く),beckon,8,basic,9,3,,
n3_cold_samui,寒,N3,AQUA,カン,さむ(い),cold,12,basic|nature,9,3,,
n3_shame_hazukashii,恥,N3,MAGIC,チ,はずか(しい),shame,10,basic,10,1,,
n3_exhausted_tsukareru,疲,N3,MAGIC,ヒ,つか(れる),exhausted,10,basic,10,1,,
n3_poverty_mazushii,貧,N3,METAL,ヒン,まず(しい),poverty,11,basic|wealth,10,1,,
n3_cat_neko,猫,N3,LIFE,ビョウ,ねこ,cat,11,basic,10,1,,
n3_mistake_ayamaru,誤,N3,MAGIC,ゴ,あやま(る),mistake,14,basic,10,1,,
n3_toil_tsutomeru,努,N3,MAGIC,ド,つと(める),toil,7,basic,10,2,,
n3_how_many_iku,幾,N3,MAGIC,キ,いく,how many,12,basic,10,2,,
n3_approve_san,賛,N3,MAGIC,サン,-,approve,15,basic,10,2,,
n3_accidentally_tama,偶,N3,MAGIC,グウ,たま,accidentally,11,basic,10,2,,
n3_busy_isogashii,忙,N3,MAGIC,ボウ,いそが(しい),busy,6,basic,10,2,,
n3_swim_oyogu,泳,N3,AQUA,エイ,およ(ぐ),swim,8,basic|nature,10,3,,
n3_shoes_kutsu,靴,N3,MAGIC,カ,くつ,shoes,13,basic,10,3,,
n3_admirable_erai,偉,N3,MAGIC,イ,えら(い),admirable,12,basic,10,3,,
